originalPath,IRPath,originalCoordinate,IRCoordinate
/Users/Bunki/Desktop/PMP/ThermoAnalysis/original.JPG/IMG_5136.JPG,/Users/Bunki/Desktop/PMP/ThermoAnalysis/ir/IR_6854.jpg,"[(879.66883116883105, 565.0584415584417), (1068.4350649350649, 2493.4350649350654), (2800.6428571428573, 2134.409090909091), (2785.8376623376626, 838.9545454545455)]","[(187.68181818181816, 121.44805194805184), (174.04545454545453, 420.79870129870125), (427.29220779220782, 429.24025974025972), (487.68181818181824, 147.42207792207785)]"
